ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,size_range_minimum_g,size_range_maximum_g,size_range_minimum_micrometers,size_range_maximum_micrometers,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST,primprod,salinity,O2_dissolved,pH,chla,nitrate,silicate,SST_C_insitu,Temperature__C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m_3_insitu,Nitrate__uM_L_1_insitu,g_C_individual,5.68E-14,1.14E-13,2.27E-13,4.55E-13,9.09E-13,1.82E-12,3.64E-12,7.28E-12,1.46E-11,2.91E-11,5.82E-11,1.16E-10,2.33E-10,4.66E-10,9.31E-10,0.00000000186,0.00000000373,0.00000000745,0.0000000149,0.0000000298,0.0000000596,0.000000119,0.000000238,0.000000477,0.000000954,0.00000191,0.00000381,0.00000763,0.0000153,0.0000305,0.000061,0.000122,0.000244,0.000488,0.000977,0.00195,0.00391,0.00781,0.0156,0.0313,0.0625,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,1020,NBSS_slope,Comment
#REF!,M106-1,389-2,M106-1_mn22_n3,09.05.14,-23,-7,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,286.499603,36,4,8.212944,0.029217,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M106-1,389-2,M106-1_mn22_n4,09.05.14,-23,-7,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,286.499603,36,4,8.212944,0.029217,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn01_n1,09.09.15,-24.35916667,17.61788333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,23.002295,636.379211,36,4,8.200083,0.038574,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn01_n2,09.09.15,-24.35916667,17.61788333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,23.002295,636.379211,36,4,8.200083,0.038574,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn01_n3,09.09.15,-24.35916667,17.61788333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,23.002295,636.379211,36,4,8.200083,0.038574,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn01_n4,09.09.15,-24.35916667,17.61788333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,23.002295,636.379211,36,4,8.200083,0.038574,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn01_n5,09.09.15,-24.35916667,17.61788333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,23.002295,636.379211,36,4,8.200083,0.038574,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn02_n1,09.09.15,-24.31358333,17.6045,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,23.004822,634.184875,36,4,8.200007,0.038517,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn02_n2,09.09.15,-24.31358333,17.6045,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,23.004822,634.184875,36,4,8.200007,0.038517,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn02_n3,09.09.15,-24.31358333,17.6045,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,23.004822,634.184875,36,4,8.200007,0.038517,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn02_n4,09.09.15,-24.31358333,17.6045,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,23.004822,634.184875,36,4,8.200007,0.038517,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn02_n5,09.09.15,-24.31358333,17.6045,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,23.004822,634.184875,36,4,8.200007,0.038517,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn03_n1,09.09.15,-24.297735,17.60346667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,23.003878,634.129089,36,4,8.199958,0.038531,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn03_n2,09.09.15,-24.297735,17.60346667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,23.003878,634.129089,36,4,8.199958,0.038531,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn03_n3,09.09.15,-24.297735,17.60346667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,23.003878,634.129089,36,4,8.199958,0.038531,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn03_n4,09.09.15,-24.297735,17.60346667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,23.003878,634.129089,36,4,8.199958,0.038531,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn03_n5,09.09.15,-24.297735,17.60346667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,23.003878,634.129089,36,4,8.199958,0.038531,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn06_n1,14.09.15,-21.2465,11.0405,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26,719.784668,35,4,8.2,0.043742,0.881184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn06_n2,14.09.15,-21.2465,11.0405,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26,719.784668,35,4,8.2,0.043742,0.881184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn06_n3,14.09.15,-21.2465,11.0405,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,719.784668,35,4,8.2,0.043742,0.881184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn06_n4,14.09.15,-21.2465,11.0405,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,719.784668,35,4,8.2,0.043742,0.881184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn06_n5,14.09.15,-21.2465,11.0405,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,26,719.784668,35,4,8.2,0.043742,0.881184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn07_n1,14.09.15,-21.21,11.02933333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26,718.873901,35,4,8.2,0.044153,0.88404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn07_n2,14.09.15,-21.21,11.02933333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26,718.873901,35,4,8.2,0.044153,0.88404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn07_n3,14.09.15,-21.21,11.02933333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,718.873901,35,4,8.2,0.044153,0.88404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn07_n4,14.09.15,-21.21,11.02933333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,718.873901,35,4,8.2,0.044153,0.88404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn07_n5,14.09.15,-21.21,11.02933333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,26,718.873901,35,4,8.2,0.044153,0.88404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn09_n1,18.09.15,-22.96583333,4.972833333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,27,388.821045,35,4,8.232475,0.037139,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn09_n2,18.09.15,-22.96583333,4.972833333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,27,388.821045,35,4,8.232475,0.037139,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn09_n3,18.09.15,-22.96583333,4.972833333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,27,388.821045,35,4,8.232475,0.037139,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn09_n4,18.09.15,-22.96583333,4.972833333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,27,388.821045,35,4,8.232475,0.037139,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn09_n5,18.09.15,-22.96583333,4.972833333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,27,388.821045,35,4,8.232475,0.037139,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn10_n1,19.09.15,-22.99705,4.97695,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,27,388.9758,35,4,8.232912,0.037186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn10_n2,19.09.15,-22.99705,4.97695,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,27,388.9758,35,4,8.232912,0.037186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn10_n3,19.09.15,-22.99705,4.97695,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,27,388.9758,35,4,8.232912,0.037186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn10_n4,19.09.15,-22.99705,4.97695,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,27,388.9758,35,4,8.232912,0.037186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn10_n5,19.09.15,-22.99705,4.97695,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,27,388.9758,35,4,8.232912,0.037186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn13_n1,23.09.15,-23.08833333,0.005,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26,481.701019,35,4,8.212187,0.04574,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn13_n2,23.09.15,-23.08833333,0.005,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26,481.701019,35,4,8.212187,0.04574,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn13_n3,23.09.15,-23.08833333,0.005,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,481.701019,35,4,8.212187,0.04574,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn13_n4,23.09.15,-23.08833333,0.005,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,481.701019,35,4,8.212187,0.04574,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn13_n5,23.09.15,-23.08833333,0.005,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,26,481.701019,35,4,8.212187,0.04574,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn14_n1,23.09.15,-23.113,0.010666667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26,480.976685,35,4,8.212308,0.045806,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn14_n2,23.09.15,-23.113,0.010666667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26,480.976685,35,4,8.212308,0.045806,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn14_n3,23.09.15,-23.113,0.010666667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,480.976685,35,4,8.212308,0.045806,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn14_n4,23.09.15,-23.113,0.010666667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,480.976685,35,4,8.212308,0.045806,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M119-1,NULL,M119-1_mn14_n5,23.09.15,-23.113,0.010666667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,26,480.976685,35,4,8.212308,0.045806,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn01_n1,30.08.16,-24.28366667,17.5825,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,23.005411,630.928955,36,4,8.199914,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn01_n2,30.08.16,-24.28366667,17.5825,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,23.005411,630.928955,36,4,8.199914,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn01_n3,30.08.16,-24.28366667,17.5825,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,23.005411,630.928955,36,4,8.199914,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn01_n4,30.08.16,-24.28366667,17.5825,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,23.005411,630.928955,36,4,8.199914,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn01_n5,30.08.16,-24.28366667,17.5825,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,23.005411,630.928955,36,4,8.199914,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn02_n1,30.08.16,-24.28416667,17.58283333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,23.00544,630.974854,36,4,8.199915,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn02_n2,30.08.16,-24.28416667,17.58283333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,23.00544,630.974854,36,4,8.199915,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn02_n3,30.08.16,-24.28416667,17.58283333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,23.00544,630.974854,36,4,8.199915,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn02_n4,30.08.16,-24.28416667,17.58283333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,23.00544,630.974854,36,4,8.199915,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn02_n5,30.08.16,-24.28416667,17.58283333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,23.00544,630.974854,36,4,8.199915,0.038502,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn03_n1,03.09.16,-22.99616667,12.99883333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,25,632.30658,36,4,8.203121,0.044074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn03_n2,03.09.16,-22.99616667,12.99883333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,25,632.30658,36,4,8.203121,0.044074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn03_n3,03.09.16,-22.99616667,12.99883333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,25,632.30658,36,4,8.203121,0.044074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn03_n4,03.09.16,-22.99616667,12.99883333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,25,632.30658,36,4,8.203121,0.044074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn03_n5,03.09.16,-22.99616667,12.99883333,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,25,632.30658,36,4,8.203121,0.044074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn04_n1,04.09.16,-22.99983333,10.99966667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26,614.358093,35,4,8.2031,0.03939,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn04_n2,04.09.16,-22.99983333,10.99966667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26,614.358093,35,4,8.2031,0.03939,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn04_n3,04.09.16,-22.99983333,10.99966667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,300,200,Estimated from Biovolume,Rainer Kiko,,,26,614.358093,35,4,8.2031,0.03939,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn04_n4,04.09.16,-22.99983333,10.99966667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,200,100,Estimated from Biovolume,Rainer Kiko,,,26,614.358093,35,4,8.2031,0.03939,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn04_n5,04.09.16,-22.99983333,10.99966667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,100,0,Estimated from Biovolume,Rainer Kiko,,,26,614.358093,35,4,8.2031,0.03939,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn05_n1,05.09.16,-22.99983333,9.000166667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,1000,600,Estimated from Biovolume,Rainer Kiko,,,26.090769,457.189789,35,4,8.208994,0.036218,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,M130-1,NULL,M130-1_mn05_n2,05.09.16,-22.99983333,9.000166667,zooplankton,3,Multinet Midi,multiple opening-closing devices,,,200,,600,300,Estimated from Biovolume,Rainer Kiko,,,26.090769,457.189789,35,4,8.208994,0.036218,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
