"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"909","#REF!","Meteor M48/5","Benguela_338","","2000-10-22",13.5833,-21.25,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,1,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.927284,3150.23145,35,"5",8.195745,0.318934,5,7,15.9,15.9,NA,NA,0.96,0.09,"gC m-3",NA,NA,NA,NA,NA,NA,NA,4.58e+10,1570000,4.78e+08,9150000,2700000,7810000,24100000,1780000,317000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.087910928,"","Phytoplankton","phytoplankton","4",0.292256071356476,"forestgreen","phytoplankton",-1.087910928,-1.28180958545874,-1.35925211420082,0.0471632179524022,0.452309374239116,1.06041656235109
"912","#REF!","Meteor M48/5","Benguela_341","","2000-10-24",12.95,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.590202,1410.60974,35,"5",8.194,0.141478,4,6.076246,15.6,15.6,NA,NA,0.97,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,13800000,1.15e+09,5240000,2580000,5350000,2190000,2590000,376000,23100,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.906270533,"","Phytoplankton","phytoplankton","4",0.294466226161593,"forestgreen","phytoplankton",-0.906270533,-1.24095932393371,-1.09116641137656,0.00166360260685854,0.729187877651396,0.879292649107685
"913","#REF!","Meteor M48/5","Benguela_342","","2000-10-24",13.5,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16,1845.16602,35,"5",8.194015,0.173837,4,7,15.23,15.23,NA,NA,1.49,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,9.2e+07,7.77e+09,170000000,190000,22100000,NA,665000,25200,92500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.529019057,"","Phytoplankton","phytoplankton","4",0.396199347095736,"forestgreen","phytoplankton",-1.529019057,-1.79526488143986,-1.79122589072902,0.0128054036157016,0.671402235131759,0.997750197894143
"914","#REF!","Meteor M48/5","Benguela_343","","2000-10-24",13.6833,-23,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.977864,1989.20349,35,"5",8.194326,0.189863,4,7,15.08,15.08,NA,NA,2.18,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,18400000,2.45e+09,92400000,608000,16100000,NA,725000,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.369183759,"","Phytoplankton","phytoplankton","4",0.502427119984433,"forestgreen","phytoplankton",-1.369183759,-1.48271853132724,-1.4314579370342,0.0460238661851357,0.582116404784419,0.965427966798825
"915","#REF!","Meteor M48/5","Benguela_344","","2000-10-24",13.8667,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.589843,2045.8313,35,"5.081902",8.194976,0.212445,4,7.277531,15,15,NA,NA,1.02,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,NA,1.79e+09,10600000,1220000,1.8e+07,4220000,472000,NA,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568697863,"","Phytoplankton","phytoplankton","4",0.305351369446624,"forestgreen","phytoplankton",-1.568697863,-1.64687797107458,-1.66606809789617,0.0100493031717899,0.764351773956617,1.01165242790215
"917","#REF!","Meteor M48/5","Benguela_346","","2000-10-25",14.2167,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,3133.79419,35,"5.261128",8.195509,0.29884,4,8,14.78,14.78,NA,NA,1.26,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,NA,8.96e+08,1820000,228000,5350000,1850000,708000,NA,46300,84500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.421271692,"","Phytoplankton","phytoplankton","4",0.354108439147401,"forestgreen","phytoplankton",-1.421271692,-1.21152692177324,-1.06235958460915,0.0272233888814461,0.584145390285562,0.87687658071538
"920","#REF!","Meteor M48/5","Benguela_349","","2000-10-25",14.4,-23.75,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,12,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.645284,3132,34.12167,"5",8.195392,0.315939,4.74178,8.296776,14.55,14.55,NA,NA,1.37,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,9730000,4.99e+08,5470000,2890000,2.25e+08,13300000,3250000,25200,1310000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91915236,"","Phytoplankton","phytoplankton","4",0.374748346010104,"forestgreen","phytoplankton",-0.91915236,-1.10389678267869,-1.10062900460157,0.022058593418272,0.500753528839879,0.997039779326837
"922","#REF!","Meteor M48/5","Benguela_351","","2000-10-25",14.3167,-24.25,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.098521,3481,34.43811,"5",8.195051,0.337186,4.961247,8.042493,14.7,14.7,NA,NA,1.29,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,1.39e+08,4.75e+09,402000000,6080000,2.08e+09,1.21e+08,11200000,2010000,3330000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1370143,"","Phytoplankton","phytoplankton","4",0.359835482339888,"forestgreen","phytoplankton",-1.1370143,-1.37747018083968,-1.37598107089033,0.00756685359801677,0.610998476894433,0.998918953041552
"923","#REF!","Meteor M48/5","Benguela_352","","2000-10-25",14.3333,-24.2667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,12,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.048052,3481,34.29829,"5",8.195056,0.346942,4.984898,8.040594,14.7,14.7,NA,NA,1.29,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,83200000,4.96e+09,172000000,3040000,1.58e+09,1.62e+08,11500000,4390000,2590000,422000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.039027784,"","Phytoplankton","phytoplankton","4",0.359835482339888,"forestgreen","phytoplankton",-1.039027784,-1.02423183436212,-1.03330185501449,0.0215055889379568,0.503658194528774,1.00885543716577
"924","#REF!","Meteor M48/5","Benguela_353","","2000-10-26",12.1,-25.4667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.632725,1014.75122,35,"5",8.193042,0.073154,3.166786,5.077764,16.2,16.2,NA,NA,0.3,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,5270000,4.95e+08,1900000,3150000,1.1e+07,192000,1210000,802000,92500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.094863621,"","Phytoplankton","phytoplankton","4",0.113943352306837,"forestgreen","phytoplankton",-1.094863621,-0.941401915099391,-0.879921173224539,0.030793144890172,0.509504730966124,0.934692355211153
"925","#REF!","Meteor M48/5","Benguela_354","","2000-10-27",12.8167,-25.3333,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.494762,1122.49695,35,"5",8.194,0.091785,4,6,15.75,15.75,NA,NA,0.83,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,1560000,8.11e+08,12300000,2510000,1.9e+07,1560000,5920000,100000,139000,528000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.089160787,"","Phytoplankton","phytoplankton","4",0.262451089730429,"forestgreen","phytoplankton",-1.089160787,-0.825990330035593,-0.783531958309403,0.0379983449849699,0.435023389169718,0.948597011148592
"928","#REF!","Meteor M48/5","Benguela_357","","2000-10-28",13.9167,-25.15,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.986802,1713.19031,35,"5",8.195154,0.168092,4.719532,7.717241,14.93,14.93,NA,NA,1.27,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,NA,1.2e+09,580000,457000,12300000,1730000,665000,151000,23100,106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.507471677,"","Phytoplankton","phytoplankton","4",0.356025857193123,"forestgreen","phytoplankton",-1.507471677,-1.25457398501368,-1.13598404072838,0.0200908509704308,0.561637492588381,0.905473933222033
"932","#REF!","Meteor M48/5","Benguela_361","","2000-10-28",14.4667,-25.05,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,14,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14,3202.32813,34.030155,"5",8.196,0.26977,5,8.083551,14.7,14.7,NA,NA,3.38,0.04,"gC m-3",NA,NA,NA,NA,NA,NA,36800000,1.71e+09,NA,NA,72800000,24300000,1770000,877000,3540000,63600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.108969928,"","Phytoplankton","phytoplankton","4",0.6414741105041,"forestgreen","phytoplankton",-1.108969928,-1.18276754292508,-1.18276754292508,0.0088274232042158,0.707926602295414,1
"934","#REF!","Meteor M48/5","Benguela_363","","2000-10-28",14.6667,-25.0333,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.147305,3304.78857,34,"5",8.196,0.331232,5,8.944032,14.63,14.63,NA,NA,3.25,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,NA,1.86e+09,23200000,NA,9.24e+08,26800000,19800000,1250000,1390000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.767543737,"","Phytoplankton","phytoplankton","4",0.628388930050311,"forestgreen","phytoplankton",-0.767543737,-1.28178844128763,-1.41465787447293,0.0305583827100467,0.6408353736319,1.10365940970089
"935","#REF!","Meteor M48/5","Benguela_364","","2000-10-28",14.7333,-25,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.575178,3309.96533,34,"5",8.196,0.351322,5,8.97792,14.63,14.63,NA,NA,3.25,0.07,"gC m-3",NA,NA,NA,NA,NA,NA,NA,6.12e+09,108000000,NA,3.11e+09,52800000,8110000,5890000,809000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71794276,"","Phytoplankton","phytoplankton","4",0.628388930050311,"forestgreen","phytoplankton",-0.71794276,-1.59853438870194,-1.71788721504088,0.0128258918137021,0.741269326861197,1.07466390912982
"936","#REF!","Meteor M48/5","Benguela_365","","2000-10-28",14.75,-25.0167,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,5,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.64342,3306.95728,34,"5",8.196,0.352915,5,8.988103,14.63,14.63,NA,NA,3.25,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,NA,5.49e+09,NA,NA,1.32e+09,6e+07,NA,877000,231000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.854857587,"","Phytoplankton","phytoplankton","4",0.628388930050311,"forestgreen","phytoplankton",-0.854857587,-2.22629062904013,-2.17972545103861,0.0101348934528095,0.918459968503952,0.979083962626388
"975","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,13.76,NA,NA,1.49,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.87e+08,2.19e+08,165000000,1.24e+08,33700000,11800000,21000000,14300000,6730000,6520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721438576,"","Phytoplankton","phytoplankton","4",0.396199347095736,"forestgreen","phytoplankton",-0.721438576,-0.697297677703037,-0.69196660608044,8.22455061323606e-06,0.926503379126808,0.992354668898141
"976","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,NA,NA,NA,6.94,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.99e+08,2.43e+08,75200000,29300000,15600000,10500000,15200000,8340000,9110000,5340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.548005611,"","Phytoplankton","phytoplankton","4",0.899820502427096,"forestgreen","phytoplankton",-0.548005611,-0.634696984141579,-0.634696984141579,8.60613664573196e-05,0.868647747002875,1
"977","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,NA,NA,NA,1.55,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.1e+08,75800000,31800000,22900000,15400000,7020000,4940000,3830000,1420000,406000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786279811,"","Phytoplankton","phytoplankton","4",0.406540180433955,"forestgreen","phytoplankton",-0.786279811,-0.824157922850629,-0.792813819199133,1.62828625229735e-07,0.972298663811829,0.961968328177831
"978","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,16.89,NA,NA,3.01,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.07e+08,51400000,22700000,31200000,17300000,10500000,8410000,6090000,3660000,2810000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.833149966,"","Phytoplankton","phytoplankton","4",0.603144372620182,"forestgreen","phytoplankton",-0.833149966,-0.54460837927816,-0.551747747678325,3.49563295800012e-07,0.966488766203037,1.01310917839646
"979","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,15,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,NA,NA,NA,5.59,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.2e+08,2.21e+08,139000000,75300000,6230000,2510000,2700000,1580000,645000,305000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.930093529,"","Phytoplankton","phytoplankton","4",0.81888541459401,"forestgreen","phytoplankton",-0.930093529,-1.16634799623399,-1.16488540762533,2.71500993492579e-06,0.94418577530387,0.998746010098717
"980","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,NA,NA,NA,2.46,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.29e+08,1.78e+08,119000000,81100000,39800000,40200000,18100000,6600000,2020000,636000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.710056774,"","Phytoplankton","phytoplankton","4",0.539076098792777,"forestgreen","phytoplankton",-0.710056774,-0.903346046437595,-0.880166019209875,6.24259260677233e-06,0.931363480647186,0.974339814383278
"981","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,16.1,NA,NA,2.26,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.46e+08,2.58e+08,217000000,2.05e+08,1.63e+08,77400000,52400000,17200000,14400000,8400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615813328,"","Phytoplankton","phytoplankton","4",0.513217600067939,"forestgreen","phytoplankton",-0.615813328,-0.622568538578415,-0.622554511594215,5.01937051137286e-06,0.934980610120165,0.99997746917274
"982","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,NA,NA,NA,7.51,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.77e+08,1.42e+08,95900000,1.36e+08,67800000,40500000,25500000,25400000,25200000,11700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.641553368,"","Phytoplankton","phytoplankton","4",0.929929560084588,"forestgreen","phytoplankton",-0.641553368,-0.426240104144893,-0.423020454626326,5.4971525603833e-06,0.93349615902151,0.992446394679295
"983","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,NA,NA,NA,1.39,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.43e+08,56600000,51900000,18100000,9290000,3150000,2360000,357000,113000,81300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.854136212,"","Phytoplankton","phytoplankton","4",0.378397900948138,"forestgreen","phytoplankton",-0.854136212,-1.24947756652408,-1.24980602635329,1.06031702125996e-07,0.975108459085485,1.00026287773228
"984","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,12.8,NA,NA,2.12,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.06e+08,1.58e+08,69000000,55700000,23500000,18800000,31700000,17200000,10100000,3170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.818073473,"","Phytoplankton","phytoplankton","4",0.494154594018443,"forestgreen","phytoplankton",-0.818073473,-0.574399646505206,-0.575260153792542,1.81016116069077e-05,0.910632837002604,1.00149809856704
"985","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,NA,NA,NA,9.93,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.37e+08,1.18e+08,104000000,22400000,4.5e+07,47200000,71700000,35900000,14200000,11100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370792024,"","Phytoplankton","phytoplankton","4",1.0386201619497,"forestgreen","phytoplankton",-0.370792024,-0.342986441236038,-0.37072034685954,0.00361316790580939,0.673687553821735,1.0808600640992
"986","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,NA,NA,NA,1.06,NA,"gC m-3",NA,NA,NA,NA,NA,NA,72300000,71200000,18200000,12500000,5810000,4200000,2310000,2280000,2370000,528000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.726078551,"","Phytoplankton","phytoplankton","4",0.313867220369153,"forestgreen","phytoplankton",-0.726078551,-0.733557724036991,-0.747144426767907,3.89613364546974e-06,0.938945035997263,1.01852165451431
"987","#REF!","R�a de Vigo (NW Iberia)","5","","2001-07-16",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,17.46,17.46,NA,NA,2.82,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.45e+08,1.12e+08,130000000,38800000,30600000,19700000,32200000,2880000,4620000,2400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.905286739,"","Phytoplankton","phytoplankton","4",0.582063362911709,"forestgreen","phytoplankton",-0.905286739,-0.734651352230707,-0.72575317786592,2.02856737953314e-05,0.908076678256604,0.987887894934422
